word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
modifiserte,15,51,1.53e-06,6e-06,0.255087
fremheve,58,197,5.92e-06,2.319e-05,0.255346
stilfulle,18,61,1.84e-06,7.18e-06,0.255923
skynde,11,37,1.12e-06,4.36e-06,0.257844
presserende,14,47,1.43e-06,5.53e-06,0.258343
fremskrittspartiet,108,361,1.103e-05,4.249e-05,0.259468
fullførte,54,180,5.51e-06,2.119e-05,0.260188
fossefall,19,63,1.94e-06,7.42e-06,0.261565
doktrinen,13,43,1.33e-06,5.06e-06,0.262205
feilfri,10,33,1.02e-06,3.88e-06,0.262817
distansere,10,33,1.02e-06,3.88e-06,0.262817
blendende,10,33,1.02e-06,3.88e-06,0.262817
talsperson,37,122,3.78e-06,1.436e-05,0.263032
butler,17,56,1.74e-06,6.59e-06,0.263286
guidede,14,46,1.43e-06,5.41e-06,0.263959
innsatser,14,46,1.43e-06,5.41e-06,0.263959
slående,61,200,6.23e-06,2.354e-05,0.264525
historiefortelling,15,49,1.53e-06,5.77e-06,0.265498
omvisninger,25,81,2.55e-06,9.53e-06,0.267684
jagerfly,38,123,3.88e-06,1.448e-05,0.267945
hallo,65,210,6.64e-06,2.472e-05,0.268448
graviditeten,28,90,2.86e-06,1.059e-05,0.269825
utslitte,19,61,1.94e-06,7.18e-06,0.270141
metabolismen,10,32,1.02e-06,3.77e-06,0.27103
kystlinje,10,32,1.02e-06,3.77e-06,0.27103
strikkede,10,32,1.02e-06,3.77e-06,0.27103
europamesterskapet,10,32,1.02e-06,3.77e-06,0.27103
sitteområde,10,32,1.02e-06,3.77e-06,0.27103
terminologien,10,32,1.02e-06,3.77e-06,0.27103
solfylte,11,35,1.12e-06,4.12e-06,0.272578
tolerere,11,35,1.12e-06,4.12e-06,0.272578
dataen,17,54,1.74e-06,6.36e-06,0.273037
kunngjøringen,17,54,1.74e-06,6.36e-06,0.273037
kunngjorde,66,209,6.74e-06,2.46e-05,0.273883
dekorasjoner,24,76,2.45e-06,8.95e-06,0.273883
dykker,19,60,1.94e-06,7.06e-06,0.274643
storslåtte,39,123,3.98e-06,1.448e-05,0.274996
mfl,13,41,1.33e-06,4.83e-06,0.274996
lenken,100,314,1.021e-05,3.696e-05,0.276209
innså,80,251,8.17e-06,2.955e-05,0.276429
utkikk,88,276,8.98e-06,3.249e-05,0.276529
bedrag,15,47,1.53e-06,5.53e-06,0.276796
knirkefritt,15,47,1.53e-06,5.53e-06,0.276796
sentralstasjon,17,53,1.74e-06,6.24e-06,0.278189
bakverk,17,53,1.74e-06,6.24e-06,0.278189
inkluderes,36,112,3.68e-06,1.318e-05,0.278773
tilsynsmyndigheten,18,56,1.84e-06,6.59e-06,0.278773
angivelig,140,435,1.429e-05,5.12e-05,0.279129
lytt,40,124,4.08e-06,1.46e-05,0.279773
ekspertise,100,310,1.021e-05,3.649e-05,0.279773
unøyaktig,11,34,1.12e-06,4e-06,0.280595
kasinoet,11,34,1.12e-06,4e-06,0.280595
rettsstaten,11,34,1.12e-06,4e-06,0.280595
stilnet,11,34,1.12e-06,4e-06,0.280595
vindturbiner,12,37,1.23e-06,4.36e-06,0.281285
mickey,12,37,1.23e-06,4.36e-06,0.281285
tankesett,13,40,1.33e-06,4.71e-06,0.281871
legemiddelverket,13,40,1.33e-06,4.71e-06,0.281871
overdrevent,14,43,1.43e-06,5.06e-06,0.282375
herregud,59,181,6.02e-06,2.131e-05,0.282709
mmm,31,95,3.16e-06,1.118e-05,0.283012
eksamener,16,49,1.63e-06,5.77e-06,0.283198
rettssystemet,17,52,1.74e-06,6.12e-06,0.283539
spesifikt,105,321,1.072e-05,3.779e-05,0.283695
satellitt,88,269,8.98e-06,3.166e-05,0.283725
klønete,21,64,2.14e-06,7.53e-06,0.284581
journalistisk,24,73,2.45e-06,8.59e-06,0.285138
tilbakevendende,26,79,2.65e-06,9.3e-06,0.285439
nettside,355,1067,3.624e-05,0.0001256,0.288556
æsj,26,78,2.65e-06,9.18e-06,0.289098
tidslinje,18,54,1.84e-06,6.36e-06,0.289098
abonnementer,13,39,1.33e-06,4.59e-06,0.289098
skattepliktige,14,42,1.43e-06,4.94e-06,0.289098
slu,11,33,1.12e-06,3.88e-06,0.289098
distinkt,18,54,1.84e-06,6.36e-06,0.289098
miskunn,19,57,1.94e-06,6.71e-06,0.289098
meningsfulle,11,33,1.12e-06,3.88e-06,0.289098
frysepunktet,14,42,1.43e-06,4.94e-06,0.289098
verdivurdering,12,36,1.23e-06,4.24e-06,0.289098
ministre,15,45,1.53e-06,5.3e-06,0.289098
skiforbundet,31,92,3.16e-06,1.083e-05,0.292241
urfolk,28,83,2.86e-06,9.77e-06,0.292581
utløper,25,74,2.55e-06,8.71e-06,0.293005
kjøkkenkrok,20,59,2.04e-06,6.94e-06,0.293998
sugar,65,191,6.64e-06,2.248e-05,0.295153
menneskehetens,32,94,3.27e-06,1.106e-05,0.295249
nasjonalbudsjettet,16,47,1.63e-06,5.53e-06,0.295249
benekter,32,94,3.27e-06,1.106e-05,0.295249
returnerte,77,226,7.86e-06,2.66e-05,0.295494
markedsdirektør,15,44,1.53e-06,5.18e-06,0.295669
treningsstudio,30,88,3.06e-06,1.036e-05,0.295669
gjenoppbygge,14,41,1.43e-06,4.83e-06,0.296149
strebe,12,35,1.23e-06,4.12e-06,0.297358
sprengstoff,23,67,2.35e-06,7.89e-06,0.297728
dyttet,23,67,2.35e-06,7.89e-06,0.297728
stadionet,11,32,1.12e-06,3.77e-06,0.298133
nådeløse,11,32,1.12e-06,3.77e-06,0.298133
hensynsløs,10,29,1.02e-06,3.41e-06,0.299067
hijaben,10,29,1.02e-06,3.41e-06,0.299067
snørydding,10,29,1.02e-06,3.41e-06,0.299067
sprøtt,20,58,2.04e-06,6.83e-06,0.299067
samfunnsvitenskap,20,58,2.04e-06,6.83e-06,0.299067
palliativ,29,84,2.96e-06,9.89e-06,0.299423
rapportere,87,251,8.88e-06,2.955e-05,0.300616
blogginnlegget,24,69,2.45e-06,8.12e-06,0.301668
flørting,15,43,1.53e-06,5.06e-06,0.302545
samtykker,74,212,7.55e-06,2.495e-05,0.302735
kunngjort,79,226,8.07e-06,2.66e-05,0.303169
fokusområder,14,40,1.43e-06,4.71e-06,0.303553
ufullstendig,13,37,1.33e-06,4.36e-06,0.304725
dagligvarebutikker,13,37,1.33e-06,4.36e-06,0.304725
undertekster,13,37,1.33e-06,4.36e-06,0.304725
gullmedalje,13,37,1.33e-06,4.36e-06,0.304725
kantareller,13,37,1.33e-06,4.36e-06,0.304725
beregn,13,37,1.33e-06,4.36e-06,0.304725
merverdiavgift,58,165,5.92e-06,1.942e-05,0.304867
annonsering,32,91,3.27e-06,1.071e-05,0.304983
verten,18,51,1.84e-06,6e-06,0.306104
bosetningene,12,34,1.23e-06,4e-06,0.306104
konferanserom,41,116,4.19e-06,1.365e-05,0.306544
dørvakt,11,31,1.12e-06,3.65e-06,0.30775
slitesterke,11,31,1.12e-06,3.65e-06,0.30775
rammeverk,49,138,5e-06,1.624e-05,0.307953
fotturer,27,76,2.76e-06,8.95e-06,0.308118
spesifikk,86,242,8.78e-06,2.849e-05,0.308212
lenkene,32,90,3.27e-06,1.059e-05,0.308372
forvandler,16,45,1.63e-06,5.3e-06,0.308372
motta,445,1248,4.543e-05,0.0001469,0.309252
attraksjonen,10,28,1.02e-06,3.3e-06,0.309748
elskede,66,184,6.74e-06,2.166e-05,0.311095
videospill,14,39,1.43e-06,4.59e-06,0.311337
krasjet,42,117,4.29e-06,1.377e-05,0.311337
overveldet,32,89,3.27e-06,1.048e-05,0.311836
partneren,67,186,6.84e-06,2.189e-05,0.312413
forbedrede,31,86,3.16e-06,1.012e-05,0.31263
bestemoren,31,86,3.16e-06,1.012e-05,0.31263
fottur,13,36,1.33e-06,4.24e-06,0.31319
reven,39,108,3.98e-06,1.271e-05,0.31319
velstående,73,202,7.45e-06,2.378e-05,0.313428
avsenderen,17,47,1.74e-06,5.53e-06,0.313702
rampete,17,47,1.74e-06,5.53e-06,0.313702
utvilsomt,139,384,1.419e-05,4.52e-05,0.313943
fremstillinger,21,58,2.14e-06,6.83e-06,0.314021
usedvanlig,83,229,8.47e-06,2.696e-05,0.314347
anelse,41,113,4.19e-06,1.33e-05,0.314682
like,4346,11954,0.00044368,0.00140711,0.315314
donert,12,33,1.23e-06,3.88e-06,0.31538
nettbaserte,52,143,5.31e-06,1.683e-05,0.31538
prosentandel,24,66,2.45e-06,7.77e-06,0.31538
stikkontakter,19,52,1.94e-06,6.12e-06,0.316896
nedrustning,15,41,1.53e-06,4.83e-06,0.317303
fremtredende,93,254,9.49e-06,2.99e-05,0.317553
bygningens,26,71,2.65e-06,8.36e-06,0.317601
viklet,11,30,1.12e-06,3.53e-06,0.318008
primært,198,540,2.021e-05,6.356e-05,0.318008
folketellingen,33,90,3.37e-06,1.059e-05,0.318008
byrådslederen,11,30,1.12e-06,3.53e-06,0.318008
morges,62,169,6.33e-06,1.989e-05,0.318179
termer,18,49,1.84e-06,5.77e-06,0.318598
vekketjeneste,54,147,5.51e-06,1.73e-05,0.318598
bestselgende,25,68,2.55e-06,8e-06,0.318858
uttrykke,135,367,1.378e-05,4.32e-05,0.319032
titusenvis,28,76,2.86e-06,8.95e-06,0.31953
dekorert,77,209,7.86e-06,2.46e-05,0.31953
samlebetegnelse,14,38,1.43e-06,4.47e-06,0.31953
biskopens,14,38,1.43e-06,4.47e-06,0.31953
spesifikke,181,491,1.848e-05,5.78e-05,0.319716
kaffetrakter,20,54,2.04e-06,6.36e-06,0.32122
returer,10,27,1.02e-06,3.18e-06,0.32122
treningsrom,33,89,3.37e-06,1.048e-05,0.321581
spesialiserer,33,89,3.37e-06,1.048e-05,0.321581
tilhengeren,23,62,2.35e-06,7.3e-06,0.321738
stekebrett,23,62,2.35e-06,7.3e-06,0.321738
forestilt,23,62,2.35e-06,7.3e-06,0.321738
utgraving,13,35,1.33e-06,4.12e-06,0.322138
biblioteker,26,70,2.65e-06,8.24e-06,0.322138
refereres,16,43,1.63e-06,5.06e-06,0.322714
åndedrag,19,51,1.94e-06,6e-06,0.32311
anmeldelser,332,891,3.389e-05,0.00010488,0.323167
beretninger,22,59,2.25e-06,6.94e-06,0.323398
telefonsamtale,25,67,2.55e-06,7.89e-06,0.323618
refererte,31,83,3.16e-06,9.77e-06,0.323929
referere,34,91,3.47e-06,1.071e-05,0.324044
søknadsskjemaet,12,32,1.23e-06,3.77e-06,0.325236
overgått,15,40,1.53e-06,4.71e-06,0.325236
rangerte,24,64,2.45e-06,7.53e-06,0.325236
loppemarkeder,15,40,1.53e-06,4.71e-06,0.325236
distansert,15,40,1.53e-06,4.71e-06,0.325236
solfylt,12,32,1.23e-06,3.77e-06,0.325236
opprydding,32,85,3.27e-06,1.001e-05,0.326511
fullført,244,647,2.491e-05,7.616e-05,0.327079
transkribert,20,53,2.04e-06,6.24e-06,0.327281
argumentere,34,90,3.47e-06,1.059e-05,0.327645
klausul,14,37,1.43e-06,4.36e-06,0.328166
åkeren,11,29,1.12e-06,3.41e-06,0.328974
donerte,11,29,1.12e-06,3.41e-06,0.328974
sendebud,11,29,1.12e-06,3.41e-06,0.328974
statseide,11,29,1.12e-06,3.41e-06,0.328974
avfallshåndtering,19,50,1.94e-06,5.89e-06,0.329572
fullstendig,665,1746,6.789e-05,0.00020552,0.330327
verktøylinjen,16,42,1.63e-06,4.94e-06,0.330398
oppga,40,105,4.08e-06,1.236e-05,0.330398
involvering,53,139,5.41e-06,1.636e-05,0.330695
taleren,13,34,1.33e-06,4e-06,0.331613
bestemors,13,34,1.33e-06,4e-06,0.331613
rammeverket,26,68,2.65e-06,8e-06,0.331613
kraftfullt,13,34,1.33e-06,4e-06,0.331613
tåpelige,13,34,1.33e-06,4e-06,0.331613
målstreken,18,47,1.84e-06,5.53e-06,0.332155
ankomme,28,73,2.86e-06,8.59e-06,0.332661
tidslinjen,10,26,1.02e-06,3.06e-06,0.333575
verdensmesterskapet,15,39,1.53e-06,4.59e-06,0.333575
ødemarken,15,39,1.53e-06,4.59e-06,0.333575
batterilevetiden,10,26,1.02e-06,3.06e-06,0.333575
skolebygningen,10,26,1.02e-06,3.06e-06,0.333575
arbeidsområdet,10,26,1.02e-06,3.06e-06,0.333575
erkebispen,10,26,1.02e-06,3.06e-06,0.333575
smertefullt,37,96,3.78e-06,1.13e-05,0.33427
inkludere,155,402,1.582e-05,4.732e-05,0.334405
smuss,27,70,2.76e-06,8.24e-06,0.334528
avbestillingsregler,12,31,1.23e-06,3.65e-06,0.335727
blomsterbed,12,31,1.23e-06,3.65e-06,0.335727
linsen,12,31,1.23e-06,3.65e-06,0.335727
fengslende,12,31,1.23e-06,3.65e-06,0.335727
reinsdyr,19,49,1.94e-06,5.77e-06,0.336298
kulturarv,45,116,4.59e-06,1.365e-05,0.336451
avslappede,14,36,1.43e-06,4.24e-06,0.337281
fullføre,161,414,1.644e-05,4.873e-05,0.337281
arbeidsutvalget,16,41,1.63e-06,4.83e-06,0.338457
spesifisert,63,161,6.43e-06,1.895e-05,0.339376
politisjef,18,46,1.84e-06,5.41e-06,0.339376
konsepter,45,115,4.59e-06,1.354e-05,0.339376
dagsordenen,29,74,2.96e-06,8.71e-06,0.339886
sammenslåingen,20,51,2.04e-06,6e-06,0.340116
tåken,20,51,2.04e-06,6e-06,0.340116
politisjefen,11,28,1.12e-06,3.3e-06,0.340723
gjestegård,11,28,1.12e-06,3.3e-06,0.340723
kongerike,24,61,2.45e-06,7.18e-06,0.341231
transporterer,24,61,2.45e-06,7.18e-06,0.341231
innreise,13,33,1.33e-06,3.88e-06,0.341662
forårsake,91,231,9.29e-06,2.719e-05,0.341662
spesifisere,32,81,3.27e-06,9.53e-06,0.342635
uthus,17,43,1.74e-06,5.06e-06,0.342884
middelalderske,17,43,1.74e-06,5.06e-06,0.342884
interaksjon,21,53,2.14e-06,6.24e-06,0.343645
frigjøres,21,53,2.14e-06,6.24e-06,0.343645
direktoratet,112,282,1.143e-05,3.319e-05,0.344458
forårsaker,82,206,8.37e-06,2.425e-05,0.345234
nazister,10,25,1.02e-06,2.94e-06,0.346918
overlevere,16,40,1.63e-06,4.71e-06,0.346918
innovasjoner,14,35,1.43e-06,4.12e-06,0.346918
tåpelig,20,50,2.04e-06,5.89e-06,0.346918
fraîche,12,30,1.23e-06,3.53e-06,0.346918
tiltrakk,14,35,1.43e-06,4.12e-06,0.346918
spillopplevelse,10,25,1.02e-06,2.94e-06,0.346918
oljeutslipp,12,30,1.23e-06,3.53e-06,0.346918
farmasøytisk,12,30,1.23e-06,3.53e-06,0.346918
jevnet,10,25,1.02e-06,2.94e-06,0.346918
utvinnes,10,25,1.02e-06,2.94e-06,0.346918
deception,18,45,1.84e-06,5.3e-06,0.346918
reproduksjon,18,45,1.84e-06,5.3e-06,0.346918
verdsette,22,55,2.25e-06,6.47e-06,0.346918
transkripsjon,10,25,1.02e-06,2.94e-06,0.346918
suste,10,25,1.02e-06,2.94e-06,0.346918
uteområde,14,35,1.43e-06,4.12e-06,0.346918
horoskop,10,25,1.02e-06,2.94e-06,0.346918
klesplagg,10,25,1.02e-06,2.94e-06,0.346918
forvandlet,60,149,6.13e-06,1.754e-05,0.349246
solskinn,52,129,5.31e-06,1.518e-05,0.349607
dekorasjon,25,62,2.55e-06,7.3e-06,0.349716
forkjemper,19,47,1.94e-06,5.53e-06,0.350609
medieomtale,13,32,1.33e-06,3.77e-06,0.352339
merkbar,24,59,2.45e-06,6.94e-06,0.352798
militæret,79,194,8.07e-06,2.284e-05,0.353177
bortelaget,11,27,1.12e-06,3.18e-06,0.353342
juleferien,11,27,1.12e-06,3.18e-06,0.353342
platået,20,49,2.04e-06,5.77e-06,0.353998
karibia,20,49,2.04e-06,5.77e-06,0.353998
installer,38,93,3.88e-06,1.095e-05,0.354379
læreplanen,36,88,3.68e-06,1.036e-05,0.354802
adventskalender,16,39,1.63e-06,4.59e-06,0.355813
internettilgang,111,270,1.133e-05,3.178e-05,0.356555
mottar,348,846,3.553e-05,9.958e-05,0.35676
hånet,14,34,1.43e-06,4e-06,0.357121
medlemsstatene,14,34,1.43e-06,4e-06,0.357121
interessenter,28,68,2.86e-06,8e-06,0.357121
romservice,151,366,1.542e-05,4.308e-05,0.357818
forelesningen,31,75,3.16e-06,8.83e-06,0.358482
refundere,12,29,1.23e-06,3.41e-06,0.358881
beholdningen,12,29,1.23e-06,3.41e-06,0.358881
bruktbutikk,12,29,1.23e-06,3.41e-06,0.358881
kasinoer,24,58,2.45e-06,6.83e-06,0.358881
ankommer,99,239,1.011e-05,2.813e-05,0.359256
alias,29,70,2.96e-06,8.24e-06,0.359308
sykemelding,17,41,1.74e-06,4.83e-06,0.35961
fagfelt,54,130,5.51e-06,1.53e-05,0.360261
definitivt,275,662,2.807e-05,7.792e-05,0.360281
lidenskapelige,10,24,1.02e-06,2.83e-06,0.361373
hjemmefronten,20,48,2.04e-06,5.65e-06,0.361373
steinete,15,36,1.53e-06,4.24e-06,0.361373
diagrammer,10,24,1.02e-06,2.83e-06,0.361373
strømming,15,36,1.53e-06,4.24e-06,0.361373
indikert,10,24,1.02e-06,2.83e-06,0.361373
speilbilde,10,24,1.02e-06,2.83e-06,0.361373
implementert,65,156,6.64e-06,1.836e-05,0.361373
rushtiden,10,24,1.02e-06,2.83e-06,0.361373
skolesystemet,15,36,1.53e-06,4.24e-06,0.361373
azorene,15,36,1.53e-06,4.24e-06,0.361373
norgesmesterskap,10,24,1.02e-06,2.83e-06,0.361373
gruven,10,24,1.02e-06,2.83e-06,0.361373
implementere,58,139,5.92e-06,1.636e-05,0.361893
hjemmelagde,43,103,4.39e-06,1.212e-05,0.362075
reduser,23,55,2.35e-06,6.47e-06,0.362687
fastslå,77,184,7.86e-06,2.166e-05,0.362944
vandret,67,160,6.84e-06,1.883e-05,0.36318
pressekontakt,31,74,3.16e-06,8.71e-06,0.363326
merkbare,13,31,1.33e-06,3.65e-06,0.363704
husarbeid,26,62,2.65e-06,7.3e-06,0.363704
oppskytingen,13,31,1.33e-06,3.65e-06,0.363704
hurtigruten,26,62,2.65e-06,7.3e-06,0.363704
strafferettslig,13,31,1.33e-06,3.65e-06,0.363704
bruksvilkårene,13,31,1.33e-06,3.65e-06,0.363704
sikkerhetskopier,13,31,1.33e-06,3.65e-06,0.363704
inkludert,1645,3918,0.00016794,0.00046119,0.36414
kraftfulle,24,57,2.45e-06,6.71e-06,0.365177
reguleringen,24,57,2.45e-06,6.71e-06,0.365177
ekskludert,43,102,4.39e-06,1.201e-05,0.365624
inskripsjon,19,45,1.94e-06,5.3e-06,0.366191
spisestuen,19,45,1.94e-06,5.3e-06,0.366191
distinkte,19,45,1.94e-06,5.3e-06,0.366191
stjålne,19,45,1.94e-06,5.3e-06,0.366191
besitter,38,90,3.88e-06,1.059e-05,0.366191
komiteens,30,71,3.06e-06,8.36e-06,0.366463
utslitt,55,130,5.61e-06,1.53e-05,0.366932
beslutning,165,390,1.684e-05,4.591e-05,0.366932
romvesener,11,26,1.12e-06,3.06e-06,0.366932
rusmisbruk,33,78,3.37e-06,9.18e-06,0.366932
læringsmål,11,26,1.12e-06,3.06e-06,0.366932
stakkar,11,26,1.12e-06,3.06e-06,0.366932
åpningstidene,11,26,1.12e-06,3.06e-06,0.366932
tettsittende,11,26,1.12e-06,3.06e-06,0.366932
muskatnøtt,11,26,1.12e-06,3.06e-06,0.366932
trege,25,59,2.55e-06,6.94e-06,0.367498
ukonvensjonelle,14,33,1.43e-06,3.88e-06,0.367943
bruttonasjonalprodukt,14,33,1.43e-06,3.88e-06,0.367943
fremkaller,14,33,1.43e-06,3.88e-06,0.367943
berømmer,14,33,1.43e-06,3.88e-06,0.367943
befri,14,33,1.43e-06,3.88e-06,0.367943
utvidede,93,219,9.49e-06,2.578e-05,0.368303
hyse,17,40,1.74e-06,4.71e-06,0.3686
estimater,17,40,1.74e-06,4.71e-06,0.3686
pseudonymet,17,40,1.74e-06,4.71e-06,0.3686
lokasjoner,20,47,2.04e-06,5.53e-06,0.369062
fjellturer,20,47,2.04e-06,5.53e-06,0.369062
fullføres,23,54,2.35e-06,6.36e-06,0.369403
landsorganisasjonen,23,54,2.35e-06,6.36e-06,0.369403
lyttet,62,145,6.33e-06,1.707e-05,0.370843
involvert,365,852,3.726e-05,0.00010029,0.371552
sjelens,15,35,1.53e-06,4.12e-06,0.371698
lenket,27,63,2.76e-06,7.42e-06,0.371698
egendefinerte,12,28,1.23e-06,3.3e-06,0.371698
bemerkelsesverdig,42,98,4.29e-06,1.154e-05,0.371698
antagelsen,15,35,1.53e-06,4.12e-06,0.371698
skann,12,28,1.23e-06,3.3e-06,0.371698
dramatiker,12,28,1.23e-06,3.3e-06,0.371698
anklagene,51,119,5.21e-06,1.401e-05,0.371698
bik,12,28,1.23e-06,3.3e-06,0.371698
tilbakeholden,15,35,1.53e-06,4.12e-06,0.371698
klesskap,12,28,1.23e-06,3.3e-06,0.371698
ingeniørfag,12,28,1.23e-06,3.3e-06,0.371698
beholdere,18,42,1.84e-06,4.94e-06,0.371698
ryggsekk,15,35,1.53e-06,4.12e-06,0.371698
treningsøkt,36,84,3.68e-06,9.89e-06,0.371698
dedikert,115,268,1.174e-05,3.155e-05,0.37216
fremhever,67,156,6.84e-06,1.836e-05,0.372492
skadde,64,149,6.53e-06,1.754e-05,0.372529
statsadvokaten,37,86,3.78e-06,1.012e-05,0.373139
elbiler,37,86,3.78e-06,1.012e-05,0.373139
koordinert,34,79,3.47e-06,9.3e-06,0.373266
pådratt,28,65,2.86e-06,7.65e-06,0.373604
forverres,16,37,1.63e-06,4.36e-06,0.375046
sjampo,16,37,1.63e-06,4.36e-06,0.375046
begravet,84,194,8.58e-06,2.284e-05,0.37553
introduksjon,185,427,1.889e-05,5.026e-05,0.37576
kvitteringer,13,30,1.33e-06,3.53e-06,0.375828
